Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off,,,,,
Splyt,London,Transportation,57,,11/18/2022 0:00,https://www.linkedin.com/posts/philipp-mintchin-27b0b943_since-the-beginning-of-the-pandemic-in-2020-activity-7000407838200147968-vFMO/,34,Series B,1/18/2023 23:20,United Kingdom,Unknown,,,,,
Hopin,London,Other,,0.17,11/16/2022 0:00,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,1000,Series D,11/17/2022 1:00,United Kingdom,https://hopin.softr.app/,,,,,
Infogrid,London,Other,,,11/16/2022 0:00,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,15,Series A,12-03-2022 05:15,United Kingdom,Unknown,,,,,
Arrival,London,Transportation,,,10/20/2022 0:00,https://www.ft.com/content/5278ba4a-49c0-4e99-bed1-68adfa658c62,629,Post-IPO,10/22/2022 3:27,United Kingdom,Unknown,,,,,
InfoSum,London,Security,20,0.12,10/19/2022 0:00,https://www.businessinsider.com/infosum-lays-off-approximately-20-staff-amid-economic-uncertainty-2022-10,88,Series B,11-10-2022 23:11,United Kingdom,Unknown,,,,,
Flux Systems,London,Finance,,1,10/14/2022 0:00,https://www.finextra.com/newsarticle/41132/flux-shuts-down-digital-receipts-network/payments,9,Unknown,10/15/2022 2:21,United Kingdom,Unknown,,,,,
Emitwise,London,Energy,,,10-11-2022 00:00,https://www.businessinsider.com/london-based-carbon-accounting-startup-emitwise-cuts-jobs-2022-10,16,Series A,10/13/2022 2:08,United Kingdom,Unknown,,,,,
Graphcore,Bristol,Data,,,9/27/2022 0:00,https://www.eenewseurope.com/en/ai-unicorn-graphcore-set-to-cut-jobs/,692,Unknown,11/23/2022 4:25,United Kingdom,Unknown,,,,,
Made.com,London,Retail,,0.35,9/22/2022 0:00,https://www.investing.com/news/stock-market-news/madecom-to-cut-jobs-explore-sale-as-economic-headwinds-weigh-on-performance-2897615,136,Series D,9/24/2022 21:40,United Kingdom,Unknown,,,,,
Checkout.com,London,Finance,100,0.05,9/13/2022 0:00,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800,Series D,9/14/2022 3:25,United Kingdom,Unknown,,,,,
Immersive Labs,Bristol,Security,38,0.1,8/30/2022 0:00,https://www.uktech.news/cybersecurity/immersive-labs-jobs-cuts-20220830,123,Series C,09-01-2022 02:37,United Kingdom,Unknown,,,,,
Permutive,London,Marketing,30,0.12,08-10-2022 00:00,https://www.businessinsider.com/permutive-lays-off-12-of-staffers-amid-economic-downturn-2022-8,105,Series C,08-10-2022 21:55,United Kingdom,Unknown,,,,,
Pollen,London,Marketing,,1,08-10-2022 00:00,https://sifted.eu/articles/pollen-administration-restructuring/,238,Series C,08-10-2022 21:58,United Kingdom,Unknown,,,,,
OnlyFans,London,Media,,,08-01-2022 00:00,https://www.businessinsider.com/onlyfans-lays-off-employees-amid-move-to-reshape-certain-teams-2022-7,,Unknown,08-04-2022 03:42,United Kingdom,Unknown,,,,,
Blockchain.com,London,Crypto,150,0.25,7/21/2022 0:00,https://www.coindesk.com/business/2022/07/21/blockchaincom-cuts-25-workforce-amid-crypto-bear-market/,490,Series D,7/21/2022 14:26,United Kingdom,Unknown,,,,,
Stint,London,HR,28,0.2,7/19/2022 0:00,https://sifted.eu/articles/startup-tech-company-layoffs/,,Unknown,7/25/2022 4:23,United Kingdom,Unknown,,,,,
Zego,London,Finance,85,0.17,7/14/2022 0:00,https://coverager.com/layoffs-at-zego/,202,Series C,7/14/2022 19:33,United Kingdom,Unknown,,,,,
Arrival,London,Transportation,,0.3,7/13/2022 0:00,https://techcrunch.com/2022/07/13/arrival-to-slash-costs-cut-up-to-30-of-workforce-to-meet-on-ev-van-production-target/,629,Post-IPO,7/14/2022 19:23,United Kingdom,Unknown,,,,,
Babylon,London,Healthcare,100,,07-12-2022 00:00,https://www.bloomberg.com/news/articles/2022-07-12/uk-health-app-babylon-plans-job-cuts-in-bid-to-slash-costs#xj4y7vzkg,1100,Post-IPO,7/25/2022 4:31,United Kingdom,Unknown,,,,,
Hopin,London,Other,242,0.29,07-11-2022 00:00,https://www.businessinsider.com/live-events-unicorn-startup-hopin-is-laying-off-tk-staff-2022-7?op=1&scrolla=5eb6d68b7fedc32c19ef33b4,1000,Series D,07-11-2022 17:12,United Kingdom,Unknown,,,,,
Chessable,London,Consumer,29,,07-04-2022 00:00,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,0,Acquired,7/13/2022 21:48,United Kingdom,Unknown,,,,,
Freetrade,London,Finance,45,0.15,06-10-2022 00:00,https://www.altfi.com/article/9362_exclusive-freetrade-announces-job-cuts-of-up-to-15-of-staff,133,Unknown,06-10-2022 14:27,United Kingdom,Unknown,,,,,
Cazoo,London,Transportation,750,0.15,06-07-2022 00:00,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,2000,Post-IPO,06-07-2022 15:27,United Kingdom,Unknown,,,,,
Cazoo,London,Transportation,750,0.15,06-07-2022 00:00,https://sifted.eu/articles/cazoo-layoffs-european-union/,2000,Post-IPO,09-09-2022 01:46,United Kingdom,Unknown,,,,,
Curve,London,Finance,65,0.1,06-01-2022 00:00,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,182,Series C,06-02-2022 18:07,United Kingdom,Unknown,,,,,
Impala,London,Travel,30,0.35,06-01-2022 00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-13,32,Series B,06-10-2022 19:14,United Kingdom,Unknown,,,,,
Uncapped,London,Finance,29,0.26,5/27/2022 0:00,https://sifted.eu/articles/startup-tech-company-layoffs/,118,Unknown,5/28/2022 0:11,United Kingdom,Unknown,,,,,
Dazn,London,Consumer,50,0.02,5/26/2022 0:00,https://deadline.com/2022/05/dazn-50-roles-redundant-london-1235033389/,,Unknown,06-11-2022 04:02,United Kingdom,Unknown,,,,,
Zapp,London,Food,,0.1,5/25/2022 0:00,https://sifted.eu/articles/zapp-layoffs-staff/,300,Unknown,5/27/2022 3:46,United Kingdom,Unknown,,,,,
Pollen,London,Travel,200,0.33,05-10-2022 00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-11?s=w,238,Series C,5/20/2022 0:32,United Kingdom,Unknown,,,,,
SumUp,London,Finance,,,05-05-2021 00:00,https://financefwd.com/de/entlassungen-bei-sumup/,53,Unknown,05-06-2021 16:04,United Kingdom,Unknown,,,,,
Privitar,London,Data,20,,1/27/2021 0:00,https://www.bizjournals.com/boston/inno/stories/news/2021/01/27/layoffs-at-privitar-coronavirus-boston.html,150,Series C,1/28/2021 18:15,United Kingdom,Unknown,,,,,
HumanForest,London,Transportation,,,9/25/2020 0:00,https://techcrunch.com/2020/09/25/humanforest-suspends-london-e-bike-sharing-service-cuts-jobs-after-customer-accident/,1.54,Private Equity,9/28/2020 19:51,United Kingdom,Unknown,,,,,
Bleacher Report,London,Media,20,,09-11-2020 00:00,https://awfulannouncing.com/br/more-layoffs-in-works-at-bleacher-report.html,40.5,Acquired,09-12-2020 01:52,United Kingdom,Unknown,,,,,
Docly,London,Healthcare,8,0.8,8/19/2020 0:00,https://sifted.eu/articles/docly-slash-in-uk/,15.5,Seed,8/20/2020 17:02,United Kingdom,Unknown,,,,,
Perkbox,London,HR,,,7/27/2020 0:00,https://layoffs.fyi/2020/07/27/hr-tech-startup-perkbox-launches-talent-directory-following-layoff/,29.7,Unknown,7/27/2020 15:46,United Kingdom,Unknown,,,,,
Skyscanner,Edinburgh,Travel,300,0.2,7/14/2020 0:00,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.2,Acquired,7/14/2020 22:41,United Kingdom,Unknown,,,,,
WeWork,London,Real Estate,200,,6/19/2020 0:00,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,19500,Series H,6/27/2020 18:14,United Kingdom,Unknown,,,,,
Monzo,London,Finance,120,0.08,06-03-2020 00:00,https://layoffs.fyi/2020/07/21/monzo-launches-layoff-list-amid-multiple-rounds-of-layoffs/,324,Series F,06-03-2020 21:53,United Kingdom,Unknown,,,,,
Pollen,London,Travel,69,0.31,5/19/2020 0:00,https://techcrunch.com/2020/05/19/pollen-layoffs-and-furloughs/,88,Series B,5/19/2020 23:18,United Kingdom,Unknown,,,,,
Dotscience,London,Product,10,1,5/19/2020 0:00,https://layoffs.fyi/2020/05/22/devops-startup-dotscience-shuts-down/,,Unknown,5/20/2020 17:54,United Kingdom,Unknown,,,,,
Revolut,London,Finance,60,0.03,05-11-2020 00:00,https://www.fnlondon.com/articles/digital-bank-revolut-just-cut-about-60-workers-as-covid-19-crisis-bites-20200511,837,Series D,5/20/2020 3:27,United Kingdom,Unknown,,,,,
OYO,London,Travel,150,,05-01-2020 00:00,https://www.yahoo.com/lifestyle/coronavirus-covid-19-oyo-hotels-uk-redundancies-exclusive-155109993.html,2400,Series F,05-04-2020 23:56,United Kingdom,Unknown,,,,,
Culture Trip,London,Media,95,0.32,05-01-2020 00:00,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,102,Series B,05-01-2020 21:01,United Kingdom,Unknown,,,,,
Deliveroo,London,Food,367,0.15,4/28/2020 0:00,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,1500,Series G,4/28/2020 17:46,United Kingdom,Unknown,,,,,
GoCardless,London,Finance,,,4/24/2020 0:00,https://medium.com/@hirokitakeuchi/managing-our-costs-through-covid-19-6fe4e0a12e2d,122,Series E,4/28/2020 18:01,United Kingdom,Unknown,,,,,
LoopMe,London,Marketing,8,0.04,04-09-2020 00:00,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,32,Unknown,04-10-2020 06:08,United Kingdom,Unknown,,,,,
Elliptic,London,Crypto,,0.3,04-09-2020 00:00,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,40,Series B,4/30/2020 16:16,United Kingdom,Unknown,,,,,
OneWeb,London,Aerospace,451,0.85,3/27/2020 0:00,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/,3000,Unknown,3/28/2020 20:52,United Kingdom,Unknown,,,,,
DigitalOcean,New York City,Infrastructure,200,0.11,2/15/2023 0:00,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,491,Post-IPO,2/15/2023 22:55,United States,Unknown,,,,,
Sprinklr,New York City,Support,100,0.04,2/15/2023 0:00,https://techcrunch.com/2023/02/15/sprinklr-layoffs-2023/,429,Post-IPO,2/15/2023 19:05,United States,Unknown,,,,,
Tackle,Boise,Other,,0.15,2/15/2023 0:00,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,148,Series C,2/15/2023 21:55,United States,Unknown,,,,,
CommerceHub,Albany,Retail,371,0.31,2/14/2023 0:00,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,,Acquired,2/15/2023 0:49,United States,Unknown,,,,,
HackerEarth,SF Bay Area,HR,,0.08,2/14/2023 0:00,https://inc42.com/buzz/prime-venture-backed-hackerearth-trims-workforce-introduces-pay-cut-globally/,11,Series B,2/14/2023 15:16,United States,Unknown,,,,,
Udemy,SF Bay Area,Education,,0.1,2/14/2023 0:00,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,311,Post-IPO,2/15/2023 0:53,United States,Unknown,,,,,
Twilio,SF Bay Area,Other,1500,0.17,2/13/2023 0:00,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614,Post-IPO,2/13/2023 16:24,United States,Unknown,,,,,
Electric,New York City,Other,141,0.25,2/13/2023 0:00,https://www.electric.ai/blog/open-letter-feb-2023,212,Series D,2/14/2023 15:14,United States,Unknown,,,,,
iRobot,Boston,Consumer,85,0.07,2/13/2023 0:00,https://www.cnbc.com/2023/02/13/irobot-layoffs-7percent-of-workforce-at-roomba-maker-let-go.html,30,Acquired,2/14/2023 15:06,United States,Unknown,,,,,
Collective Health,SF Bay Area,Healthcare,54,,2/13/2023 0:00,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,719,Series F,2/15/2023 2:06,United States,Unknown,,,,,
Magic Eden,SF Bay Area,Crypto,22,,2/13/2023 0:00,https://decrypt.co/121253/layoffs-hit-solana-nft-marketplace-magic-eden-sheds-22-employees,170,Series B,2/14/2023 15:12,United States,Unknown,,,,,
LinkedIn,SF Bay Area,HR,,,2/13/2023 0:00,https://www.theinformation.com/articles/microsofts-linkedin-lays-off-staff-amid-hiring-slowdown,154,Acquired,2/13/2023 20:53,United States,Unknown,,,,,
TripleLift,New York City,Marketing,100,0.2,02-10-2023 00:00,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,16,Acquired,2/13/2023 17:51,United States,Unknown,,,,,
Rigetti Computing,SF Bay Area,Hardware,,0.28,02-10-2023 00:00,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,298,Post-IPO,02-10-2023 22:04,United States,Unknown,,,,,
Yahoo,SF Bay Area,Consumer,1600,0.2,02-09-2023 00:00,https://www.axios.com/2023/02/09/yahoo-layoffs-2023-tech-media-companies,6,Acquired,02-09-2023 19:04,United States,Unknown,,,,,
Olive AI,Columbus,Healthcare,215,0.35,02-09-2023 00:00,https://www.axios.com/pro/health-tech-deals/2023/02/09/olive-ai-lays-off-third-company,856,Series H,02-10-2023 00:47,United States,Unknown,,,,,
GitLab,SF Bay Area,Product,130,0.07,02-09-2023 00:00,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,413,Post-IPO,02-09-2023 15:53,United States,Unknown,,,,,
Bark,New York City,Retail,126,0.12,02-09-2023 00:00,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,,Post-IPO,02-10-2023 02:01,United States,https://docs.google.com/spreadsheets/d/19az7feguB2oPaVZmg91c4iYvOuwSbEEH-t1gSOUiMHM/edit#gid=304684298,,,,,
Nomad Health,New York City,Healthcare,119,0.17,02-09-2023 00:00,https://www.forbes.com/sites/katiejennings/2023/02/09/staffing-marketplace-nomad-health-lays-off-20-of-workforce-employees-say/?sh=71b4037a1557,218,Unknown,02-10-2023 21:21,United States,https://docs.google.com/spreadsheets/d/1r5lHfTtqbVf5OYtrlqZNacxqvII-tM6N1luYYEL7wa0/edit#gid=0,,,,,
GitHub,SF Bay Area,Product,,0.1,02-09-2023 00:00,https://fortune.com/2023/02/09/github-is-laying-off-10-of-staff-and-cutting-down-office-space/,350,Acquired,02-09-2023 18:13,United States,Unknown,,,,,
Quillt,St. Louis,Media,,,02-09-2023 00:00,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/09/quillt-layoffs-digital-publishing.html,,Unknown,02-10-2023 16:59,United States,Unknown,,,,,
GoDaddy,Phoenix,Marketing,530,0.08,02-08-2023 00:00,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,800,Post-IPO,02-08-2023 22:43,United States,Unknown,,,,,
Affirm,SF Bay Area,Finance,500,0.19,02-08-2023 00:00,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,1500,Post-IPO,02-08-2023 21:27,United States,https://docs.google.com/spreadsheets/d/1thtK4ppRXt_tnd_6cOqoEBAClOnOm5AgUgXnERzlQJM/edit#gid=0,,,,,
Gusto,SF Bay Area,HR,126,0.05,02-08-2023 00:00,https://gusto.com/company-news/josh-reeves-message-to-all-gusto,746,Series E,02-08-2023 17:20,United States,https://docs.google.com/spreadsheets/d/17D1FSnCSoA3C2ocJgAFuDdpMsWlcpmWWL1aZ4PT3K20/htmlview,,,,,
Gong,SF Bay Area,Sales,80,0.07,02-08-2023 00:00,https://www.calcalistech.com/ctechnews/article/hjyj6811as,583,Series E,02-08-2023 19:31,United States,Unknown,,,,,
Equitybee,SF Bay Area,Finance,24,0.25,02-08-2023 00:00,https://www.calcalistech.com/ctechnews/article/h1jkvzwpo,85,Series B,02-09-2023 00:44,United States,Unknown,,,,,
Medly,New York City,Healthcare,,1,02-08-2023 00:00,https://www.businessinsider.com/medly-is-shutting-down-after-pharmacy-startup-declared-bankruptcy-2023-2,100,Series C,02-11-2023 00:24,United States,Unknown,,,,,
Zoom,SF Bay Area,Other,1300,0.15,02-07-2023 00:00,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,276,Post-IPO,02-07-2023 18:47,United States,https://coda.io/@alumni/zoom-alumni-list,,,,,
eBay,SF Bay Area,Retail,500,0.04,02-07-2023 00:00,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,1200,Post-IPO,02-07-2023 22:26,United States,Unknown,,,,,
SecureWorks,Atlanta,Security,212,0.09,02-07-2023 00:00,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,02-07-2023 15:30,United States,Unknown,,,,,
Salesloft,Atlanta,Sales,100,0.1,02-07-2023 00:00,https://www.bizjournals.com/atlanta/news/2023/02/07/salesloft-lays-off-workers.amp.html,245,Acquired,02-08-2023 17:24,United States,Unknown,,,,,
Sana Benefits,Austin,HR,,0.19,02-07-2023 00:00,https://www.sanabenefits.com/blog/a-letter-from-ceo-and-co-founder-will-young-to-sana-employees/,106,Series B,02-08-2023 17:42,United States,Unknown,,,,,
Dell,Austin,Hardware,6650,0.05,02-06-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,,Post-IPO,02-06-2023 15:48,United States,Unknown,,,,,
VinFast US,Los Angeles,Transportation,80,,02-06-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-07/vinfast-cuts-about-80-jobs-in-north-america-including-us-cfo#xj4y7vzkg,,Subsidiary,02-08-2023 17:53,United States,Unknown,,,,,
Drift,Boston,Marketing,59,,02-06-2023 00:00,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,107,Acquired,02-07-2023 03:56,United States,Unknown,,,,,
Clari,SF Bay Area,Sales,20,,02-06-2023 00:00,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,496,Series F,02-07-2023 04:01,United States,Unknown,,,,,
Kyruus,Boston,Healthcare,70,,02-05-2023 00:00,https://www.fiercehealthcare.com/health-tech/workforce-tracker-thirty-madison-latest-digital-health-startup-cut-staff,183,Unknown,02-07-2023 03:49,United States,Unknown,,,,,
Protocol Labs,SF Bay Area,Crypto,89,0.2,02-03-2023 00:00,https://www.forbes.com/sites/michaeldelcastillo/2023/02/03/andreessen-horowitz-backed-protocol-labs-fires-21-of-staff-after-raising-record-257-million/?sh=24ba1897b400&utm_campaign=socialflowForbesMainLI&utm_source=ForbesMainLinkedIn&utm_medium=social,10,Unknown,02-04-2023 04:41,United States,Unknown,,,,,
Okta,SF Bay Area,Security,300,0.05,02-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,1200,Post-IPO,02-02-2023 15:48,United States,Unknown,,,,,
Autodesk,SF Bay Area,Other,250,0.02,02-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,,Post-IPO,02-03-2023 15:59,United States,Unknown,,,,,
Mindstrong,SF Bay Area,Healthcare,127,,02-02-2023 00:00,https://www.bizjournals.com/sanjose/news/2023/02/02/mental-health-startup-closing-menlo-park-hq.html,160,Series C,02-03-2023 03:40,United States,Unknown,,,,,
Miro,SF Bay Area,Other,119,0.07,02-02-2023 00:00,https://miro.com/blog/a-message-from-our-ceo/,476,Series C,02-02-2023 15:49,United States,Unknown,,,,,
Getir,New York City,Food,100,,02-02-2023 00:00,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,1800,Series E,02-05-2023 01:03,United States,Unknown,,,,,
Highspot,Seattle,Sales,100,0.1,02-02-2023 00:00,https://www.geekwire.com/2023/sales-software-company-highspot-lays-off-100-employees/,644,Series F,02-03-2023 03:19,United States,Unknown,,,,,
Bittrex,Seattle,Crypto,80,,02-02-2023 00:00,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,,Unknown,02-03-2023 03:14,United States,Unknown,,,,,
Snowplow,London,Data,40,,02-02-2023 00:00,https://www.linkedin.com/posts/alexdean_today-we-announced-that-we-will-be-saying-activity-7027029986091900928-YHHh/,55,Series B,02-03-2023 15:58,United States,Unknown,,,,,
Articulate,New York City,Education,38,,02-02-2023 00:00,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,1500,Series A,02-03-2023 03:16,United States,Unknown,,,,,
Desktop Metal,Boston,Other,,,02-02-2023 00:00,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,811,Post-IPO,02-03-2023 03:39,United States,Unknown,,,,,
Getaround,SF Bay Area,Transportation,,0.1,02-02-2023 00:00,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,948,Post-IPO,02-03-2023 03:54,United States,Unknown,,,,,
Talkdesk,SF Bay Area,Support,,,02-02-2023 00:00,https://www.uctoday.com/unified-communications/tech-redundancies-hit-talkdesk/,497,Series D,02-06-2023 17:59,United States,Unknown,,,,,
Splunk,SF Bay Area,Data,325,0.04,02-01-2023 00:00,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,2400,Post-IPO,02-01-2023 17:01,United States,https://docs.google.com/spreadsheets/d/1uyTQmiT0CBSJBum-GVc-TDcPyL825RkAnBu9nNIA5wc/edit?resourcekey#gid=1886320755,,,,,
Pinterest,SF Bay Area,Consumer,150,,02-01-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,1500,Post-IPO,02-02-2023 01:29,United States,Unknown,,,,,
DraftKings,Boston,Consumer,140,0.04,02-01-2023 00:00,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,719,Post-IPO,02-01-2023 19:08,United States,Unknown,,,,,
Cyren,Washington D.C.,Security,121,,02-01-2023 00:00,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,161,Post-IPO,02-02-2023 15:52,United States,Unknown,,,,,
